245.00,269.00,269.00,14.00,-13.00,16168,-6116,556,-1147,-2001,1164,1
237.00,267.00,276.00,14.00,-13.00,14692,-7296,4140,-419,670,-1428,
237.00,265.00,278.00,14.00,-13.00,16396,-6244,5240,-635,-558,289,
237.00,263.00,278.00,14.00,-13.00,15264,-5996,3556,-1128,-46,-564,
237.00,263.00,276.00,14.00,-13.00,15936,-7032,2284,-649,-178,581,
235.00,263.00,276.00,14.00,-13.00,15604,-5952,1568,-416,-512,213,
235.00,263.00,276.00,14.00,-12.00,15596,-5844,1092,-950,171,466,
235.00,263.00,278.00,14.00,-13.00,15316,-6604,788,-665,611,424,
283.00,298.00,261.00,13.00,-12.00,15460,-6652,964,-466,-491,736,
230.00,267.00,317.00,13.00,-12.00,15268,-7240,-180,-859,-391,160,
235.00,263.00,276.00,14.00,-12.00,15536,-7188,-544,-1408,-838,1440,1
237.00,265.00,276.00,14.00,-13.00,15504,-7472,1608,-264,71,-73,
249.00,269.00,357.00,13.00,-13.00,15092,-6760,1608,-865,-234,209,
232.00,257.00,265.00,12.00,-14.00,0,0,0,-729,209,-251,
